item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr,declaration_date,year_month,hs_clean,hs2,hs6,is_reexport,trade_type,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,partner_country_code,active_cr,hs_desc
2020-2601-1-10510-1,2020-2601-1-10510,2020,2601,Dry Port - Hidd,IM,1,10510,60711,2/9/2020,3923301000,Plastic bottles for packaging,SA,SA,SA,SA,BH,BH,NMB,140.0,0.61,FOB,32.11,1.72,85.4,812.09,963.0,Released,3,7,2601,944,,,CR_HASH_061,CR_HASH_044,,2020-02-09,2020-02,392330100000,39,392330,False,Import,32.11,85.4,1.72,812.09,963.0,SA,CR_HASH_044,Plastic bottles for packaging
2020-2701-5-10511-1,2020-2701-5-10511,2020,2701,Khalifa Bin Salman Port,EX,5,10511,98505,6/29/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,SA,SA,NMB,119.0,1450.47,FOB,64899.83,4.85,172605.93,697.01,806.65,Released,2,8,2701,668,,,CR_HASH_209,,CR_HASH_044,2020-06-29,2020-06,102211000000,10,102211,True,Re-export,64899.83,172605.93,4.85,697.01,806.65,SA,CR_HASH_044,"Live cattle, pure-bred breeding"
2020-2701-1-10512-1,2020-2701-1-10512,2020,2701,Khalifa Bin Salman Port,IM,1,10512,49327,6/5/2020,1006301000,Long-grain milled rice,JP,JP,JP,JP,BH,BH,KGM,1512.22,1.01,FOB,574.28,0.93,1527.34,1512.22,1627.69,Pending,6,3,2701,583,,,CR_HASH_195,CR_HASH_029,,2020-06-05,2020-06,100630100000,10,100630,False,Import,574.28,1527.34,0.93,1512.22,1627.69,JP,CR_HASH_029,Long-grain milled rice
2020-2501-5-10513-1,2020-2501-5-10513,2020,2501,Bahrain International Airport,IM,5,10513,88409,11/7/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,SA,SA,BH,BH,NMB,162.0,20472.25,CIF,1247005.69,4.04,3316504.5,762.88,804.13,Released,7,6,2501,970,,,CR_HASH_176,CR_HASH_041,,2020-11-07,2020-11,870322100000,87,870322,False,Import,1247005.69,3316504.5,4.04,762.88,804.13,CN,CR_HASH_041,Passenger cars 1000-1500cc
2020-2801-6-10514-1,2020-2801-6-10514,2020,2801,King Fahd Causeway,IM,6,10514,21514,1/16/2020,102211000,"Live cattle, pure-bred breeding",AE,AE,AE,AE,BH,BH,NMB,78.0,1338.65,CIF,39259.93,4.58,104414.7,42.03,44.5,Released,3,5,2801,795,,,CR_HASH_191,CR_HASH_046,,2020-01-16,2020-01,102211000000,10,102211,False,Import,39259.93,104414.7,4.58,42.03,44.5,AE,CR_HASH_046,"Live cattle, pure-bred breeding"
2020-2501-8-10515-1,2020-2501-8-10515,2020,2501,Bahrain International Airport,EX,8,10515,27045,10/18/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,SA,SA,NMB,147.0,0.23,FOB,12.71,4.51,33.81,892.82,1058.2,Released,5,8,2501,829,,,CR_HASH_129,,CR_HASH_030,2020-10-18,2020-10,901839000000,90,901839,True,Re-export,12.71,33.81,4.51,892.82,1058.2,SA,CR_HASH_030,Medical syringes and needles
2020-2501-3-10516-1,2020-2501-3-10516,2020,2501,Bahrain International Airport,,3,10516,55779,2/13/2020,8471300000,Portable laptop computers,CN,CN,BH,BH,SA,SA,NMB,115.0,197.85,FOB,8555.03,0.62,22752.75,676.9,735.46,Released,1,1,2501,597,,,CR_HASH_205,CR_HASH_048,,2020-02-13,2020-02,847130000000,84,847130,False,,8555.03,22752.75,0.62,676.9,735.46,,CR_HASH_048,Portable laptop computers
2020-2801-5-10517-1,2020-2801-5-10517,2020,2801,King Fahd Causeway,IM,5,10517,90971,7/5/2020,3923301000,Plastic bottles for packaging,AE,AE,AE,AE,BH,BH,NMB,161.0,2.2,EXW,133.18,1.53,354.2,383.66,438.07,Released,3,2,2801,509,,,CR_HASH_084,CR_HASH_049,,2020-07-05,2020-07,392330100000,39,392330,False,Import,133.18,354.2,1.53,383.66,438.07,AE,CR_HASH_049,Plastic bottles for packaging
2020-2701-2-10518-1,2020-2701-2-10518,2020,2701,Khalifa Bin Salman Port,EX,2,10518,46422,2/15/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,JP,JP,NMB,125.0,7053.89,CIF,331532.83,1.54,881736.25,931.18,1069.95,Released,9,9,2701,965,,,CR_HASH_005,,CR_HASH_010,2020-02-15,2020-02,870322100000,87,870322,True,Re-export,331532.83,881736.25,1.54,931.18,1069.95,JP,CR_HASH_010,Passenger cars 1000-1500cc
2020-2601-3-10519-1,2020-2601-3-10519,2020,2601,Dry Port - Hidd,,3,10519,44453,2/26/2020,2710192100,Gas oils for diesel engines,CN,CN,BH,BH,SA,SA,LTR,10445.21,0.56,CIF,2199.34,1.13,5849.32,8730.88,9331.21,Held,9,6,2601,375,,,CR_HASH_092,CR_HASH_004,,2020-02-26,2020-02,271019210000,27,271019,False,,2199.34,5849.32,1.13,8730.88,9331.21,,CR_HASH_004,Gas oils for diesel engines
2020-2601-2-10520-1,2020-2601-2-10520,2020,2601,Dry Port - Hidd,IM,2,10520,73701,5/28/2020,9018390000,Medical syringes and needles,US,US,DE,DE,BH,BH,NMB,3.0,0.17,CIF,0.19,1.48,0.51,22.82,25.42,Released,6,3,2601,458,,,CR_HASH_180,CR_HASH_001,,2020-05-28,2020-05,901839000000,90,901839,False,Import,0.19,0.51,1.48,22.82,25.42,US,CR_HASH_001,Medical syringes and needles
2020-2501-8-10521-1,2020-2501-8-10521,2020,2501,Bahrain International Airport,IM,8,10521,94463,7/12/2020,2710192100,Gas oils for diesel engines,DE,DE,SA,SA,BH,BH,LTR,4940.96,1.19,FOB,2210.78,3.91,5879.74,4534.71,5302.15,Released,7,2,2501,344,,,CR_HASH_220,CR_HASH_011,,2020-07-12,2020-07,271019210000,27,271019,False,Import,2210.78,5879.74,3.91,4534.71,5302.15,DE,CR_HASH_011,Gas oils for diesel engines
2020-2501-9-10522-1,2020-2501-9-10522,2020,2501,Bahrain International Airport,EX,9,10522,35628,2/12/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,SA,SA,LTR,9856.97,0.82,FOB,3039.1,1.56,8082.72,8725.69,9506.84,Released,1,8,2501,405,,,CR_HASH_154,,CR_HASH_024,2020-02-12,2020-02,271019210000,27,271019,True,Re-export,3039.1,8082.72,1.56,8725.69,9506.84,SA,CR_HASH_024,Gas oils for diesel engines
2020-2601-8-10523-1,2020-2601-8-10523,2020,2601,Dry Port - Hidd,IM,8,10523,93834,10/22/2020,8703221000,Passenger cars 1000-1500cc,TH,TH,TH,TH,BH,BH,NMB,170.0,10410.39,EXW,665432.13,3.13,1769766.3,809.44,890.89,Released,7,1,2601,577,,,CR_HASH_110,CR_HASH_008,,2020-10-22,2020-10,870322100000,87,870322,False,Import,665432.13,1769766.3,3.13,809.44,890.89,TH,CR_HASH_008,Passenger cars 1000-1500cc
2020-2801-6-10524-1,2020-2801-6-10524,2020,2801,King Fahd Causeway,IM,6,10524,88158,10/11/2020,9018390000,Medical syringes and needles,SA,SA,SA,SA,BH,BH,NMB,117.0,0.36,CIF,15.84,4.99,42.12,64.45,76.91,Released,8,3,2801,820,,,CR_HASH_096,CR_HASH_029,,2020-10-11,2020-10,901839000000,90,901839,False,Import,15.84,42.12,4.99,64.45,76.91,SA,CR_HASH_029,Medical syringes and needles
2020-2801-8-10525-1,2020-2801-8-10525,2020,2801,King Fahd Causeway,IM,8,10525,22237,6/16/2020,1006301000,Long-grain milled rice,US,US,US,US,BH,BH,KGM,2307.65,1.13,FOB,980.47,3.7,2607.64,2307.65,2657.3,Released,8,2,2801,641,,,CR_HASH_076,CR_HASH_028,,2020-06-16,2020-06,100630100000,10,100630,False,Import,980.47,2607.64,3.7,2307.65,2657.3,US,CR_HASH_028,Long-grain milled rice
2020-2601-7-10526-1,2020-2601-7-10526,2020,2601,Dry Port - Hidd,EX,7,10526,37615,6/3/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,SA,SA,NMB,153.0,961.3,FOB,55301.67,3.01,147078.9,465.84,542.5,Released,7,1,2601,998,,,CR_HASH_088,,CR_HASH_036,2020-06-03,2020-06,102211000000,10,102211,True,Re-export,55301.67,147078.9,3.01,465.84,542.5,SA,CR_HASH_036,"Live cattle, pure-bred breeding"
2020-2701-9-10527-1,2020-2701-9-10527,2020,2701,Khalifa Bin Salman Port,,9,10527,25559,11/3/2020,9018390000,Medical syringes and needles,CN,CN,BH,BH,JP,JP,NMB,29.0,0.44,FOB,4.8,4.09,12.76,50.49,57.46,Released,9,1,2701,475,,,CR_HASH_088,CR_HASH_023,,2020-11-03,2020-11,901839000000,90,901839,False,,4.8,12.76,4.09,50.49,57.46,,CR_HASH_023,Medical syringes and needles
2020-2701-6-10528-1,2020-2701-6-10528,2020,2701,Khalifa Bin Salman Port,IM,6,10528,10515,5/4/2020,8517120000,Cellular telephones,AE,AE,AE,AE,BH,BH,NMB,98.0,123.99,FOB,4568.78,4.88,12151.02,526.37,580.99,Released,9,9,2701,627,,,CR_HASH_134,CR_HASH_007,,2020-05-04,2020-05,851712000000,85,851712,False,Import,4568.78,12151.02,4.88,526.37,580.99,AE,CR_HASH_007,Cellular telephones
2020-2601-3-10529-1,2020-2601-3-10529,2020,2601,Dry Port - Hidd,IM,3,10529,60707,4/28/2020,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,87.0,0.36,FOB,11.78,2.87,31.32,213.53,234.61,Released,3,7,2601,597,,,CR_HASH_076,CR_HASH_008,,2020-04-28,2020-04,901839000000,90,901839,False,Import,11.78,31.32,2.87,213.53,234.61,CN,CR_HASH_008,Medical syringes and needles
2020-2601-4-10530-1,2020-2601-4-10530,2020,2601,Dry Port - Hidd,EX,4,10530,40951,1/25/2020,8504400090,Static converters,BH,BH,BH,BH,SA,SA,NMB,62.0,58.75,EXW,1369.58,4.92,3642.5,353.04,390.51,Released,8,6,2601,997,,,CR_HASH_239,,CR_HASH_018,2020-01-25,2020-01,850440009000,85,850440,True,Re-export,1369.58,3642.5,4.92,353.04,390.51,SA,CR_HASH_018,Static converters
2020-2701-5-10531-1,2020-2701-5-10531,2020,2701,Khalifa Bin Salman Port,IM,5,10531,16143,5/27/2020,8471300000,Portable laptop computers,AE,AE,DE,DE,BH,BH,NMB,9.0,262.87,EXW,889.55,3.72,2365.83,45.1,52.87,Released,9,3,2701,268,,,CR_HASH_165,CR_HASH_043,,2020-05-27,2020-05,847130000000,84,847130,False,Import,889.55,2365.83,3.72,45.1,52.87,AE,CR_HASH_043,Portable laptop computers
2020-2601-2-10532-1,2020-2601-2-10532,2020,2601,Dry Port - Hidd,EX,2,10532,38735,3/12/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,CN,CN,KGM,2666.53,0.55,EXW,551.44,4.95,1466.59,2666.53,2810.61,Released,9,3,2601,186,,,CR_HASH_050,,CR_HASH_012,2020-03-12,2020-03,100630100000,10,100630,True,Re-export,551.44,1466.59,4.95,2666.53,2810.61,CN,CR_HASH_012,Long-grain milled rice
2020-2801-2-10533-1,2020-2801-2-10533,2020,2801,King Fahd Causeway,EX,2,10533,95786,3/22/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,US,US,NMB,75.0,9.88,FOB,278.62,1.8,741.0,389.61,437.26,Released,7,7,2801,837,,,CR_HASH_094,,CR_HASH_042,2020-03-22,2020-03,610910000000,61,610910,True,Re-export,278.62,741.0,1.8,389.61,437.26,US,CR_HASH_042,Cotton t-shirts
2020-2601-7-10534-1,2020-2601-7-10534,2020,2601,Dry Port - Hidd,EX,7,10534,86806,1/11/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,AE,AE,NMB,29.0,0.24,FOB,2.62,2.92,6.96,130.82,147.45,Released,6,1,2601,384,,,CR_HASH_219,,CR_HASH_015,2020-01-11,2020-01,392330100000,39,392330,True,Re-export,2.62,6.96,2.92,130.82,147.45,AE,CR_HASH_015,Plastic bottles for packaging
2020-2601-9-10535-1,2020-2601-9-10535,2020,2601,Dry Port - Hidd,EX,9,10535,23833,6/13/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,IN,IN,NMB,142.0,0.07,CIF,3.74,1.94,9.94,653.22,688.08,Released,6,4,2601,920,,,CR_HASH_189,,CR_HASH_028,2020-06-13,2020-06,901839000000,90,901839,True,Re-export,3.74,9.94,1.94,653.22,688.08,IN,CR_HASH_028,Medical syringes and needles
2020-2601-3-10536-1,2020-2601-3-10536,2020,2601,Dry Port - Hidd,IM,3,10536,52858,9/6/2020,9018390000,Medical syringes and needles,SA,SA,DE,DE,BH,BH,NMB,118.0,0.06,EXW,2.66,3.73,7.08,406.29,466.63,Released,1,7,2601,242,,,CR_HASH_134,CR_HASH_030,,2020-09-06,2020-09,901839000000,90,901839,False,Import,2.66,7.08,3.73,406.29,466.63,SA,CR_HASH_030,Medical syringes and needles
2020-2501-2-10537-1,2020-2501-2-10537,2020,2501,Bahrain International Airport,IM,2,10537,84602,10/8/2020,3923301000,Plastic bottles for packaging,AE,AE,AE,AE,BH,BH,NMB,36.0,0.66,EXW,8.93,3.41,23.76,117.46,128.04,Released,6,9,2501,676,,,CR_HASH_228,CR_HASH_007,,2020-10-08,2020-10,392330100000,39,392330,False,Import,8.93,23.76,3.41,117.46,128.04,AE,CR_HASH_007,Plastic bottles for packaging
2020-2501-1-10538-1,2020-2501-1-10538,2020,2501,Bahrain International Airport,IM,1,10538,16533,9/8/2020,6109100000,Cotton t-shirts,SA,SA,DE,DE,BH,BH,NMB,181.0,10.36,EXW,705.06,1.07,1875.16,811.77,907.45,Released,2,4,2501,307,,,CR_HASH_119,CR_HASH_002,,2020-09-08,2020-09,610910000000,61,610910,False,Import,705.06,1875.16,1.07,811.77,907.45,SA,CR_HASH_002,Cotton t-shirts
2020-2701-3-10539-1,2020-2701-3-10539,2020,2701,Khalifa Bin Salman Port,IM,3,10539,14273,5/21/2020,8517120000,Cellular telephones,CN,CN,CN,CN,BH,BH,NMB,81.0,779.81,EXW,23749.89,2.27,63164.61,319.09,350.7,Released,9,9,2701,834,,,CR_HASH_242,CR_HASH_010,,2020-05-21,2020-05,851712000000,85,851712,False,Import,23749.89,63164.61,2.27,319.09,350.7,CN,CR_HASH_010,Cellular telephones
2020-2701-4-10540-1,2020-2701-4-10540,2020,2701,Khalifa Bin Salman Port,IM,4,10540,60676,9/24/2020,8517120000,Cellular telephones,US,US,US,US,BH,BH,NMB,193.0,571.63,FOB,41482.05,4.56,110324.59,1378.46,1522.06,Released,6,9,2701,538,,,CR_HASH_072,CR_HASH_033,,2020-09-24,2020-09,851712000000,85,851712,False,Import,41482.05,110324.59,4.56,1378.46,1522.06,US,CR_HASH_033,Cellular telephones
2020-2501-7-10541-1,2020-2501-7-10541,2020,2501,Bahrain International Airport,EX,7,10541,40582,1/12/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,CN,CN,NMB,26.0,0.3,EXW,2.93,1.69,7.8,74.24,83.93,Released,3,2,2501,173,,,CR_HASH_137,,CR_HASH_001,2020-01-12,2020-01,392330100000,39,392330,True,Re-export,2.93,7.8,1.69,74.24,83.93,CN,CR_HASH_001,Plastic bottles for packaging
2020-2701-2-10542-1,2020-2701-2-10542,2020,2701,Khalifa Bin Salman Port,IM,2,10542,61531,1/14/2020,8703221000,Passenger cars 1000-1500cc,US,US,US,US,BH,BH,NMB,190.0,16508.06,FOB,1179335.81,3.97,3136531.4,296.29,323.38,Released,9,4,2701,840,,,CR_HASH_083,CR_HASH_033,,2020-01-14,2020-01,870322100000,87,870322,False,Import,1179335.81,3136531.4,3.97,296.29,323.38,US,CR_HASH_033,Passenger cars 1000-1500cc
2020-2501-2-10543-1,2020-2501-2-10543,2020,2501,Bahrain International Airport,EX,2,10543,58260,6/2/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,JP,JP,NMB,191.0,659.29,CIF,47347.57,2.97,125924.39,522.69,614.71,Held,6,2,2501,156,,,CR_HASH_043,,CR_HASH_043,2020-06-02,2020-06,847130000000,84,847130,True,Re-export,47347.57,125924.39,2.97,522.69,614.71,JP,CR_HASH_043,Portable laptop computers
2020-2801-9-10544-1,2020-2801-9-10544,2020,2801,King Fahd Causeway,IM,9,10544,81067,1/29/2020,1006301000,Long-grain milled rice,JP,JP,JP,JP,BH,BH,KGM,1817.55,0.79,FOB,539.88,1.08,1435.86,1817.55,1940.89,Released,5,1,2801,548,,,CR_HASH_107,CR_HASH_012,,2020-01-29,2020-01,100630100000,10,100630,False,Import,539.88,1435.86,1.08,1817.55,1940.89,JP,CR_HASH_012,Long-grain milled rice
2020-2801-3-10545-1,2020-2801-3-10545,2020,2801,King Fahd Causeway,EX,3,10545,64332,3/23/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,IN,IN,NMB,3.0,1167.35,EXW,1316.77,3.96,3502.05,21.71,24.07,Pending,5,4,2801,329,,,CR_HASH_162,,CR_HASH_016,2020-03-23,2020-03,102211000000,10,102211,True,Re-export,1316.77,3502.05,3.96,21.71,24.07,IN,CR_HASH_016,"Live cattle, pure-bred breeding"
2020-2601-7-10546-1,2020-2601-7-10546,2020,2601,Dry Port - Hidd,,7,10546,36603,3/2/2020,8703221000,Passenger cars 1000-1500cc,AE,AE,BH,BH,SA,SA,NMB,45.0,5273.57,EXW,89228.8,0.93,237310.65,221.34,239.43,Released,6,6,2601,691,,,CR_HASH_202,CR_HASH_038,,2020-03-02,2020-03,870322100000,87,870322,False,,89228.8,237310.65,0.93,221.34,239.43,,CR_HASH_038,Passenger cars 1000-1500cc
2020-2801-5-10547-1,2020-2801-5-10547,2020,2801,King Fahd Causeway,IM,5,10547,77386,5/16/2020,102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,23.0,1584.52,FOB,13702.93,4.97,36443.96,60.27,67.77,Released,5,2,2801,378,,,CR_HASH_219,CR_HASH_008,,2020-05-16,2020-05,102211000000,10,102211,False,Import,13702.93,36443.96,4.97,60.27,67.77,CN,CR_HASH_008,"Live cattle, pure-bred breeding"
2020-2801-9-10548-1,2020-2801-9-10548,2020,2801,King Fahd Causeway,EX,9,10548,52821,8/7/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,CN,CN,NMB,166.0,0.55,FOB,34.33,1.51,91.3,95.03,105.97,Released,9,4,2801,891,,,CR_HASH_249,,CR_HASH_005,2020-08-07,2020-08,392330100000,39,392330,True,Re-export,34.33,91.3,1.51,95.03,105.97,CN,CR_HASH_005,Plastic bottles for packaging
2020-2801-8-10549-1,2020-2801-8-10549,2020,2801,King Fahd Causeway,EX,8,10549,54022,9/25/2020,8504400090,Static converters,BH,BH,BH,BH,AE,AE,NMB,146.0,40.64,FOB,2230.97,1.91,5933.44,477.52,535.25,Released,3,4,2801,192,,,CR_HASH_039,,CR_HASH_017,2020-09-25,2020-09,850440009000,85,850440,True,Re-export,2230.97,5933.44,1.91,477.52,535.25,AE,CR_HASH_017,Static converters
2020-2701-9-10550-1,2020-2701-9-10550,2020,2701,Khalifa Bin Salman Port,EX,9,10550,76651,8/8/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,108.0,2042.98,CIF,82961.33,4.58,220641.84,583.03,654.34,Released,9,4,2701,103,,,CR_HASH_044,,CR_HASH_029,2020-08-08,2020-08,102211000000,10,102211,True,Re-export,82961.33,220641.84,4.58,583.03,654.34,CN,CR_HASH_029,"Live cattle, pure-bred breeding"
2020-2501-1-10551-1,2020-2501-1-10551,2020,2501,Bahrain International Airport,IM,1,10551,56923,9/6/2020,8517120000,Cellular telephones,IN,IN,IN,IN,BH,BH,NMB,186.0,757.89,CIF,53003.8,1.74,140967.54,735.9,815.45,Released,4,4,2501,429,,,CR_HASH_195,CR_HASH_022,,2020-09-06,2020-09,851712000000,85,851712,False,Import,53003.8,140967.54,1.74,735.9,815.45,IN,CR_HASH_022,Cellular telephones
2020-2701-5-10552-1,2020-2701-5-10552,2020,2701,Khalifa Bin Salman Port,IM,5,10552,21427,11/28/2020,102211000,"Live cattle, pure-bred breeding",CN,CN,JP,JP,BH,BH,NMB,183.0,1735.22,CIF,119397.02,4.76,317545.26,454.28,478.33,Released,9,3,2701,785,,,CR_HASH_117,CR_HASH_008,,2020-11-28,2020-11,102211000000,10,102211,False,Import,119397.02,317545.26,4.76,454.28,478.33,CN,CR_HASH_008,"Live cattle, pure-bred breeding"
2020-2501-1-10553-1,2020-2501-1-10553,2020,2501,Bahrain International Airport,IM,1,10553,26940,2/2/2020,9018390000,Medical syringes and needles,SA,SA,SA,SA,BH,BH,NMB,134.0,0.2,FOB,10.08,2.9,26.8,571.05,662.34,Released,6,7,2501,425,,,CR_HASH_186,CR_HASH_029,,2020-02-02,2020-02,901839000000,90,901839,False,Import,10.08,26.8,2.9,571.05,662.34,SA,CR_HASH_029,Medical syringes and needles
2020-2701-8-10554-1,2020-2701-8-10554,2020,2701,Khalifa Bin Salman Port,IM,8,10554,14290,12/18/2020,8504400090,Static converters,AE,AE,AE,AE,BH,BH,NMB,124.0,158.4,EXW,7385.24,3.53,19641.6,711.42,823.43,Pending,4,6,2701,117,,,CR_HASH_194,CR_HASH_026,,2020-12-18,2020-12,850440009000,85,850440,False,Import,7385.24,19641.6,3.53,711.42,823.43,AE,CR_HASH_026,Static converters
2020-2501-5-10555-1,2020-2501-5-10555,2020,2501,Bahrain International Airport,IM,5,10555,19981,11/19/2020,2710192100,Gas oils for diesel engines,CN,CN,IN,IN,BH,BH,LTR,9511.05,0.45,EXW,1609.27,2.26,4279.97,7861.72,8458.07,Released,7,1,2501,331,,,CR_HASH_193,CR_HASH_035,,2020-11-19,2020-11,271019210000,27,271019,False,Import,1609.27,4279.97,2.26,7861.72,8458.07,CN,CR_HASH_035,Gas oils for diesel engines
2020-2701-9-10556-1,2020-2701-9-10556,2020,2701,Khalifa Bin Salman Port,IM,9,10556,59570,5/2/2020,6109100000,Cotton t-shirts,CN,CN,IN,IN,BH,BH,NMB,101.0,12.69,EXW,481.92,2.89,1281.69,541.67,648.06,Released,3,1,2701,355,,,CR_HASH_096,CR_HASH_024,,2020-05-02,2020-05,610910000000,61,610910,False,Import,481.92,1281.69,2.89,541.67,648.06,CN,CR_HASH_024,Cotton t-shirts
2020-2701-1-10557-1,2020-2701-1-10557,2020,2701,Khalifa Bin Salman Port,IM,1,10557,33222,2/11/2020,2710192100,Gas oils for diesel engines,SA,SA,DE,DE,BH,BH,LTR,13589.97,0.57,EXW,2912.6,4.61,7746.28,11005.54,12086.66,Released,3,2,2701,208,,,CR_HASH_155,CR_HASH_042,,2020-02-11,2020-02,271019210000,27,271019,False,Import,2912.6,7746.28,4.61,11005.54,12086.66,SA,CR_HASH_042,Gas oils for diesel engines
2020-2601-1-10558-1,2020-2601-1-10558,2020,2601,Dry Port - Hidd,IM,1,10558,29333,1/20/2020,102211000,"Live cattle, pure-bred breeding",JP,JP,DE,DE,BH,BH,NMB,196.0,862.28,FOB,63546.59,0.54,169006.88,1053.69,1256.51,Pending,9,5,2601,911,,,CR_HASH_152,CR_HASH_004,,2020-01-20,2020-01,102211000000,10,102211,False,Import,63546.59,169006.88,0.54,1053.69,1256.51,JP,CR_HASH_004,"Live cattle, pure-bred breeding"
2020-2501-7-10559-1,2020-2501-7-10559,2020,2501,Bahrain International Airport,EX,7,10559,43964,8/27/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,CN,CN,NMB,163.0,318.05,CIF,19492.65,4.99,51842.15,1048.07,1187.64,Released,7,6,2501,390,,,CR_HASH_092,,CR_HASH_048,2020-08-27,2020-08,847130000000,84,847130,True,Re-export,19492.65,51842.15,4.99,1048.07,1187.64,CN,CR_HASH_048,Portable laptop computers
2020-2501-4-10560-1,2020-2501-4-10560,2020,2501,Bahrain International Airport,EX,4,10560,56278,6/9/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,AE,AE,NMB,181.0,12.68,FOB,862.95,3.2,2295.08,1295.9,1418.87,Released,9,1,2501,985,,,CR_HASH_130,,CR_HASH_035,2020-06-09,2020-06,610910000000,61,610910,True,Re-export,862.95,2295.08,3.2,1295.9,1418.87,AE,CR_HASH_035,Cotton t-shirts
2020-2701-4-10561-1,2020-2701-4-10561,2020,2701,Khalifa Bin Salman Port,EX,4,10561,79150,1/13/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,CN,CN,NMB,87.0,24712.71,CIF,808402.17,3.51,2150005.77,254.02,300.88,Released,4,4,2701,348,,,CR_HASH_224,,CR_HASH_021,2020-01-13,2020-01,870322100000,87,870322,True,Re-export,808402.17,2150005.77,3.51,254.02,300.88,CN,CR_HASH_021,Passenger cars 1000-1500cc
2020-2801-8-10562-1,2020-2801-8-10562,2020,2801,King Fahd Causeway,EX,8,10562,22425,5/27/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,US,US,LTR,13854.22,0.95,EXW,4948.73,0.75,13161.51,12446.32,13267.45,Released,2,9,2801,582,,,CR_HASH_074,,CR_HASH_034,2020-05-27,2020-05,271019210000,27,271019,True,Re-export,4948.73,13161.51,0.75,12446.32,13267.45,US,CR_HASH_034,Gas oils for diesel engines
2020-2801-1-10563-1,2020-2801-1-10563,2020,2801,King Fahd Causeway,EX,1,10563,54722,11/26/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,AE,AE,LTR,10423.05,0.93,EXW,3644.73,3.08,9693.44,8059.78,8465.89,Pending,5,4,2801,179,,,CR_HASH_209,,CR_HASH_035,2020-11-26,2020-11,271019210000,27,271019,True,Re-export,3644.73,9693.44,3.08,8059.78,8465.89,AE,CR_HASH_035,Gas oils for diesel engines
2020-2701-9-10564-1,2020-2701-9-10564,2020,2701,Khalifa Bin Salman Port,EX,9,10564,97422,1/12/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,CN,CN,NMB,66.0,608.11,EXW,15090.86,4.19,40135.26,64.57,71.53,Held,3,4,2701,574,,,CR_HASH_244,,CR_HASH_016,2020-01-12,2020-01,847130000000,84,847130,True,Re-export,15090.86,40135.26,4.19,64.57,71.53,CN,CR_HASH_016,Portable laptop computers
2020-2501-5-10565-1,2020-2501-5-10565,2020,2501,Bahrain International Airport,EX,5,10565,99232,12/23/2020,102211000,"Live cattle, pure-bred breeding",BH,BH,BH,BH,CN,CN,NMB,42.0,2148.78,EXW,33933.53,4.71,90248.76,194.58,216.65,Released,5,2,2501,644,,,CR_HASH_190,,CR_HASH_009,2020-12-23,2020-12,102211000000,10,102211,True,Re-export,33933.53,90248.76,4.71,194.58,216.65,CN,CR_HASH_009,"Live cattle, pure-bred breeding"
2020-2801-7-10566-1,2020-2801-7-10566,2020,2801,King Fahd Causeway,,7,10566,41365,6/14/2020,1006301000,Long-grain milled rice,CN,CN,BH,BH,AE,AE,KGM,3199.29,0.96,FOB,1154.82,2.88,3071.32,3199.29,3808.12,Released,3,6,2801,966,,,CR_HASH_152,CR_HASH_020,,2020-06-14,2020-06,100630100000,10,100630,False,,1154.82,3071.32,2.88,3199.29,3808.12,,CR_HASH_020,Long-grain milled rice
